
1171,-5069,3422,-2
1564,-4852,9363,4
1739,-1710,-5883,-8
1653,-1530,-3948,-6
1301,-9164,-3287,-13
1622,4871,-4805,0
1118,-4233,8243,4
1827,-8150,4078,-5
1042,-4821,2335,-3
1251,-597,2975,2
1075,-3653,-7237,-11
1253,5896,7118,13
1909,7679,3947,11
1124,-9432,-614,-11
1072,7406,-2311,5
1705,-5013,630,-5
1558,1051,-4704,-4
1724,-3040,9902,6
1089,-4037,-2842,-7
1400,4434,5365,9
1595,-2193,-5856,-9
1810,-5258,9338,4
1036,-7029,-194,-8
1316,6530,-9907,-4
1754,-6547,-7690,-15
1880,2054,2668,4
1228,4244,9676,13
1235,8315,1070,9
1629,-5411,1033,-5
1743,4188,-8201,-5
1986,5912,-2106,3
1501,-9973,953,-10
1055,-985,-1021,-3
1911,-9641,3961,-6
1195,-8589,-1929,-11
1032,9333,-8337,0
1683,-3655,5471,1
1370,9188,2952,12
1909,-1992,-1349,-4
1676,5918,5113,11
1338,-294,-3068,-4
1261,4427,1754,6
1772,-9239,5836,-4
1226,4820,-1384,3
1067,-7213,-2577,-10
1109,-1302,-5077,-7
1166,892,-5259,-5
1889,5037,8247,13
1706,-8796,-265,-10
1424,-4736,-4220,-9
1498,-2293,-3624,-6
1150,-2720,-9826,-13
1836,1488,6599,8
1173,4010,5287,9
1032,8031,9181,17
1669,562,-6364,-6
1628,-3138,-8341,-12
1204,-1350,5611,4
1868,4724,5160,9
1901,5720,-1477,4
1064,-3241,3763,0
1986,7564,-4494,3
1034,5949,-8999,-4
1445,3176,4111,7
1641,-4479,7225,2
1990,2627,4743,7
1211,-528,6469,5
1037,-1615,8158,6
1126,-9723,2736,-7
1082,-1980,2403,0
1657,-7566,-6668,-15
1361,-522,6646,6
1482,-301,-145,-1
1326,-3994,4700,0
1458,4543,-5640,-2
1189,7505,6311,13
1962,5233,-8230,-3
1835,-9015,-9250,-19
1520,5410,-9562,-5
1684,-1778,6776,5
1736,-2739,-8481,-12
1918,5670,-6328,-1
1288,1657,-252,1
1132,-48,9515,9
1884,-8386,2888,-6
1019,-9475,9986,0
1168,-6126,-5114,-12
1665,-5452,7375,1
1421,3885,138,4
1608,-9672,3022,-7
1698,-895,-4282,-6
1469,-9072,693,-9
1867,6325,-3524,2
1701,7470,-2612,4
1964,-5327,-5371,-11
1626,9834,-3831,6
1243,3550,1974,5
1394,-4858,-2419,-8
1422,25,-6196,-7
1558,4852,-3189,1
1236,-1259,-134,-2
1719,-1379,-2524,-4
1198,-655,-1213,-2
1291,2082,5774,7
1819,7294,-2829,4
1646,-6328,5063,-2
1113,-7082,3697,-4
1462,7463,9644,17
1655,1880,-9372,-8
1451,8994,168,9
1943,-5833,-8166,-15
1026,-9816,-1121,-11
1933,7696,5273,12
1742,9801,-864,8
1449,-2188,9337,7
1089,-9762,-5725,-16
1675,-3372,-7984,-12
1559,-2249,8983,6
1781,-2266,-2547,-5
1857,1493,1198,2
1649,4329,9051,13
1751,9245,-294,8
1526,130,-6918,-7
1129,3089,3085,6
1702,9045,9023,18
1747,-2599,5107,2
1230,-6048,9663,3
1303,3961,-3362,0
1325,9540,-4702,4
1439,7625,-2525,5
1307,-3465,6940,3
1737,-1954,-6524,-9
1133,5103,-2008,3
1695,-1481,4229,2
1467,-4211,1405,-3
1611,-9524,-3856,-14
1990,-7156,9161,2
1623,-6983,5277,-2
1060,-6297,-5456,-12
1076,9009,-8464,0
1087,7731,9861,17
1336,-3407,-6454,-10
1104,2545,3063,5
2000,-9820,4521,-6
1862,3886,-8038,-5
1378,-4824,6957,2
1712,2193,-3256,-2
1656,-6584,7138,0
1766,8832,-9142,-1
1917,4589,6066,10
1509,-9955,-6050,-17
1497,-9019,-6826,-16
1310,3052,-6508,-4
1297,4168,6002,10
1841,8089,1892,9
1363,-4351,542,-4
1624,-9469,-9237,-19
1800,-7430,4523,-3
1172,-723,-1591,-3
1600,-771,1004,0
1079,6412,9749,16
1136,-1071,5943,4
1754,8624,-6286,2
1998,9110,-1458,7
1669,-2195,7044,4
1435,-3767,-317,-5
1042,3985,9442,13
1312,9313,-3306,6
1268,-1984,-4918,-7
1783,-477,5790,5
1748,8200,7844,16
1669,7756,-2662,5
1575,7576,6472,14
1685,3810,9888,13
1969,-3484,-5935,-10
1825,-1665,8392,6
1421,-6403,-2462,-9
1632,204,-2051,-2
1977,-8357,-7648,-17
1754,-1300,-8853,-11
1226,-6150,4692,-2
1083,-2476,7794,5
1012,6093,-6245,-1
1782,-8879,3140,-6
1439,8432,3367,11
1623,-8596,9723,1
1841,-2744,-940,-4
1344,1130,6653,7
1341,-5945,2966,-3
1111,-6025,-5433,-12
1966,-5638,-9103,-15
1007,-484,2276,1
1126,2381,-2219,0
1913,-5188,9577,4
1410,9031,-7319,1
1994,8052,8288,16
1049,3163,7117,10
1279,2821,3918,6
1358,-7421,7686,0
1239,-8083,5447,-3
1950,-8351,1655,-7
1079,-6689,-6886,-14
1451,-4193,-4287,-9
1265,-4553,7578,3
1412,1614,-5370,-4
1348,7961,333,8
1732,4690,-771,3
1139,-3793,8759,4
1547,7264,-8581,-2
1997,3472,-2613,0
1066,-1963,3603,1
1416,2781,578,3
1898,-1103,-3420,-5
1504,1990,1362,3
1606,4172,3882,8
1698,-8755,5295,-4
1841,-2931,-5240,-9
1889,4242,-493,3
1811,-100,-4532,-5
1731,-213,2872,2
1261,3785,6889,10
1097,3017,2554,5
1877,-9925,-5456,-16
1440,-7195,1785,-6
1774,-2985,-6579,-10
1066,-4635,-3780,-9
1956,-4941,470,-5
1501,-4011,6599,2
1341,-6603,9052,2
1642,8219,3163,11
1642,-5793,-4255,-11
1530,-276,-9488,-10
1786,3956,495,4
1747,7177,2135,9
1503,7927,4874,12
1705,-7404,-373,-8
1725,6886,1462,8
1029,-8668,-1867,-11
1137,1041,-188,0
1344,1650,3876,5
1630,4765,1989,6
1775,5223,9930,15
1097,-9651,-460,-11
1990,-2437,8653,6
1726,7994,2484,10
1442,5791,-5633,0
1521,6217,-8894,-3
1398,7115,2340,9
1799,-9759,3240,-7
1652,6873,-3778,3
1843,9099,-4254,4
1124,5023,6972,12
1162,492,-6487,-7
1993,-2270,3773,1
1878,8812,-4598,4
1823,4291,-245,4
1248,5031,-858,4
1566,3203,1279,4
1438,-5521,-8454,-14
1463,8019,5043,13
1796,9875,1686,11
1290,3024,6357,9
1406,-4388,8232,3
1258,3474,8440,11
1748,7102,-3809,3
1331,-4352,8678,4
1912,9865,7102,16
1638,-7326,6130,-2
1471,9407,8275,17
1024,5305,7922,13
1475,796,-6122,-6
1209,534,-1875,-2
1160,7992,6155,14
1020,7607,1852,9
1905,1941,-4861,-3
1045,-6430,8038,1
1067,8509,-7792,0
1606,-5624,5880,0
1222,-2949,8139,5
1928,4826,-3059,1
1517,2578,7973,10
1258,3948,-5144,-2
1270,-5393,7350,1
1795,-5590,1279,-5
1886,-3914,7464,3
1827,8032,1481,9
1843,4076,-2199,1
1842,8248,-233,8
1287,1954,-3093,-2
1059,-1205,-3909,-6
1860,7973,4913,12
1636,5631,-7437,-2
1923,-512,5583,5
1283,-3558,1422,-3
1000,8980,-6020,2
1277,-9924,-8150,-19
1294,-6076,-1871,-8
1617,-8910,-828,-10
1799,-8330,268,-9
1041,4922,7832,12
1542,8904,8241,17
1787,-8769,9811,1
1036,-4673,8019,3
1844,-3782,1359,-3
1220,4394,-6518,-3
1112,6271,-6531,-1
1552,-7689,5990,-2
1961,6531,6132,12
1130,-7439,-4517,-12
1058,-1509,2510,1
1443,-2315,72,-3
1787,1803,-52,1
1211,593,9658,10
1965,-400,7916,7
1024,4806,1605,6
1460,3284,4913,8
1460,-4747,-4219,-9
1477,3157,1384,4
1173,-2325,-9588,-12
1067,-8046,9842,1
1839,5290,-7608,-3
1349,1134,-4187,-4
1202,7939,1060,9
1615,-4359,155,-5
1204,720,3074,3
1206,-7938,-8990,-17
1580,8619,-2954,5
1038,-3665,-6361,-11
1203,8704,5473,14
1059,-1342,6702,5
1104,2605,-7487,-5
1487,-9068,7125,-2
1319,-9168,-7222,-17
1371,-645,5815,5
1700,-537,-5636,-7
1550,-1262,4940,3
1579,6385,6059,12
1931,-730,-4327,-6
1223,1159,-745,0
1828,6675,-2071,4
1978,-9900,-4248,-15
1442,5325,-3578,1
1357,4690,-6826,-3
1658,-5634,-986,-7
1894,-2721,-5776,-9
1166,9451,5874,15
1939,9971,9577,19
1865,8147,6478,14
1945,-670,-4909,-6
1802,-3728,-3306,-8
1308,-4293,-647,-5
1136,4392,3535,7
1273,1975,-9179,-8
1729,1159,-5629,-5
1472,6867,-8134,-2
1000,9118,9571,18
1070,2705,-8559,-6
1141,8855,7530,16
1779,4194,896,5
1395,7769,-420,7
1921,942,4796,5
1464,-7641,-7502,-16
1766,-9441,-6622,-17
1393,7408,8181,15
1430,-4073,1866,-3
1348,2076,-4084,-3
1798,-9644,9043,-1
1423,230,-1772,-2
1548,6819,-4631,2
1257,-6267,-8380,-15
1454,-853,-1536,-3
1873,4166,2586,6
1591,2850,-2731,0
1948,2702,6963,9
1863,-2590,-1049,-4
1937,3570,2166,5
1493,-191,8336,8
1639,-4535,-6068,-11
1276,-4986,6421,1
1319,5192,-1128,4
1855,-5889,6460,0
1508,-2331,-2157,-5
1441,-2187,-7148,-10
1023,-5574,-9349,-15
1391,5739,6531,12
1232,2279,7251,9
1259,8130,-236,7
1478,2052,-9993,-8
1652,2185,22,2
1756,-5582,903,-5
1674,-2331,-957,-4
1133,3780,-3104,0
1771,6920,2036,8
1483,401,-4193,-4
1350,1482,8615,10
1159,-309,-7156,-8
1320,5184,-2096,3
1479,-8165,-8863,-18
1713,5142,2302,7
1728,398,-273,0
1533,-375,5162,4
1085,-1948,5970,4
1203,6286,7462,13
1534,2504,1644,4
1416,7028,3890,10
1687,5843,2732,8
1682,4637,-6202,-2
1744,6358,5330,11
1480,2682,-4775,-3
1111,5276,-7841,-3
1482,5086,-5036,0
1369,-4528,-4574,-10
1592,2415,-6161,-4
1562,-2595,6337,3
1626,6503,1200,7
1401,6605,5809,12
1531,-1996,4141,2
1178,-2512,-6046,-9
1695,-1403,-5262,-7
1883,341,4027,4
1569,3987,4275,8
1209,-4009,-9306,-14
1083,5229,-9008,-4
1314,-3541,9468,5
1844,-9532,-3316,-13
1424,3008,-7506,-5
1486,-669,3225,2
1766,-2593,4093,1
1672,4798,8448,13
1925,2442,-3658,-2
1001,1541,3973,5
1754,1716,3906,5
1633,3316,2798,6
1419,-3578,-6731,-11
1771,1422,6254,7
1064,-9477,-7959,-18
1412,-2745,5703,2
1672,-1186,-5995,-8
1487,-9533,3191,-7
1730,-522,-3461,-4
1520,9364,2480,11
1763,-5766,-8624,-15
1946,2209,-1713,0
1694,-253,-8245,-9
1030,-8293,4790,-4
1861,-7568,715,-7
1324,7591,-2422,5
1876,-5627,9492,3
1792,-1534,7679,6
1285,4685,-8075,-4
1537,6601,-3488,3
1937,-2912,5926,3
1250,-1133,2375,1
1573,-7314,-3292,-11
1006,-8637,8988,0
1153,9968,-8181,1
1655,-9525,-8494,-19
1810,5928,-9403,-4
1767,-9539,5736,-4
1378,1396,1678,3
1367,8728,-565,8
1530,-2835,-3194,-7
1274,-524,-3713,-5
1193,4149,-3998,0
1998,-3150,-8765,-12
1564,5866,9047,14
1948,956,-7053,-7
1864,9619,-4165,5
1652,-7221,3559,-4
1767,4095,-1947,2
1612,7991,7427,15
1185,-6481,-6320,-13
1328,1803,-9511,-8
1289,4881,-7348,-3
1381,-2417,-333,-3
1434,8585,-5097,3
1022,5758,5434,11
1117,-9093,-557,-10
1469,-9869,-7171,-18
1086,9019,-1226,7
1281,3802,-8048,-5
1155,9879,-91,9
1877,839,-5610,-5
1011,813,-3992,-4
1019,-2918,7917,5
1237,-9342,-2583,-12
1052,-6419,95,-7
1302,7442,-8621,-2
1659,2022,-3629,-2
1328,4983,4172,9
1030,-1846,1694,-1
1391,-9258,-5913,-16
1166,-8283,5483,-3
1513,-3685,4851,1
1030,-3901,824,-4
1106,2796,-7693,-5
1448,8191,-2780,5
1637,-3075,2524,-1
1920,2546,-4316,-2
1403,-6673,2506,-5
1953,659,8891,9
1591,-2236,2137,-1
1367,-4478,5062,0
1435,3130,6555,9
1106,8013,5326,13
1462,-1983,2903,0
1115,-8805,-4713,-14
1973,3479,-1973,1
1385,-9689,9881,0
1638,1201,-9926,-9
1309,7174,-7629,-1
1329,5889,-8281,-3
1101,9338,-5410,3
1626,-2159,2982,0
1796,5068,-6069,-2
1630,3952,3602,7
1356,-7654,-9778,-18
1990,-474,8953,8
1839,-5636,726,-5
1825,6828,-4626,2
1123,3641,7042,10
1781,-8217,-7106,-16
1483,564,-8396,-8
1311,-4638,237,-5
1438,-931,-6626,-8
1480,3582,-3503,0
1649,3174,-8782,-6
1866,-8176,-5730,-14
1242,-5250,-2792,-9
1187,811,9785,10
1453,9790,5045,14
1915,2396,-3108,-1
1679,-3228,-9540,-13
1214,-2122,3069,0
1156,5104,-1634,3
1160,-1392,3172,1
1374,9850,2752,12
1523,-1024,-7600,-9
1331,-9369,-9039,-19
1916,-4916,3904,-2
1666,-2979,3953,0
1075,2364,7430,9
1830,-6497,-6474,-13
1766,2985,448,3
1116,573,840,1
1268,-9020,-1918,-11
1400,-9377,9064,-1
1444,7457,-4877,2
1921,-7886,-6885,-15
1233,3941,-3627,0
1639,7797,5301,13
1429,-4614,8942,4
1316,714,3815,4
1380,4965,-5232,-1
1562,6837,-4616,2
1722,8869,9912,18
1568,8658,-3700,4
1012,6952,-632,6
1840,4495,4823,9
1793,723,-3037,-3
1695,7379,2949,10
1884,-4959,-9253,-15
1133,9044,-319,8
1349,-1038,2297,1
1409,-9920,2620,-8
1419,-4820,-6871,-12
1355,-3683,-9345,-14
1969,-4320,-1952,-7
1329,-9485,2810,-7
1295,5159,4647,9
1606,-2660,-1693,-5
1965,7583,9231,16
1297,-6255,3982,-3
1697,2709,-780,1
1031,-1264,2855,1
1339,-5837,-1036,-7
1706,-7645,-1864,-10
1021,455,7785,8
1697,1386,-4798,-4
1011,-3084,-5468,-9
1559,4849,2684,7
1904,-4737,-9787,-15
1349,7230,-6680,0
1331,3716,-5322,-2
1527,-257,-9560,-10
1168,-6593,6244,-1
1454,6662,-5505,1
1143,1867,9032,10
1108,1473,-1726,-1
1195,2926,-2507,0
1217,-9246,2322,-7
1987,-4958,-4394,-10
1577,4355,-9718,-6
1845,926,2812,3
1345,4024,-8280,-5
1118,9341,-2464,6
1249,394,-4339,-4
1932,-9779,-8152,-18
1067,-3535,5369,1
1570,-8141,842,-8
1177,2680,6670,9
1590,6614,1317,7
1979,7943,8875,16
1015,6685,-2324,4
1699,-1767,294,-2
1370,-3641,-3894,-8
1189,-324,-983,-2
1697,-7256,-3098,-11
1630,-2342,-4022,-7
1952,1991,-8736,-7
1729,789,-4215,-4
1383,8547,5015,13
1682,-313,5912,5
1208,-9096,-6597,-16
1699,-5694,-2783,-9
1593,-6683,2765,-4
1611,4114,-2669,1
1983,9280,7687,16
1632,-6656,-5241,-12
1394,-6696,7807,1
1499,-818,3717,2
1804,5462,3287,8
1889,8741,-5480,3
1082,1697,4064,5
1897,-5717,9564,3
1802,-1574,-1839,-4
1483,7506,-6791,0
1376,-6925,5495,-2
1769,-2636,6321,3
1772,-6045,8044,2
1055,9971,5182,15
1818,-9751,2918,-7
1559,-4969,-8067,-14
1768,555,-9798,-10
1861,7425,-9850,-3
1086,3877,-2417,1
1573,-4793,1984,-3
1469,7752,-3184,4
1309,6032,1165,7
1178,5969,577,6
1858,-6968,9938,2
1558,-4182,4821,0
1574,-3466,2883,-1
1953,9907,4145,14
1735,-4886,-6608,-12
1664,-5611,-6974,-13
1574,-9223,7744,-2
1537,7181,1746,8
1666,-9793,-8648,-19
1276,8172,-3098,5
1534,1114,1930,3
1043,-2362,3884,1
1386,-1157,4210,3
1765,-76,-8745,-9
1183,3286,-9075,-6
1788,-9373,-5103,-15
1999,3526,-7673,-5
1903,-5306,8997,3
1400,-5646,-6253,-12
1671,-2181,1052,-2
1211,1959,-6975,-6
1727,1029,-1477,-1
1617,-9441,-9346,-19
1180,-857,35,-1
1475,9323,-8146,1
1526,-3332,-6167,-10
1116,-7699,-3591,-12
1683,-7828,-8704,-17
1012,-135,3542,3
1207,-4021,443,-4
1970,6057,-6690,-1
1680,6135,-6426,-1
1411,5691,-8411,-3
1566,-5571,7419,1
1506,-6672,-7262,-14
1528,7347,8624,15
1552,1371,372,1
1459,-3611,-9793,-14
1240,1209,-6030,-5
1245,6316,-7603,-2
1561,-4497,-7117,-12
1510,-4335,145,-5
1369,6449,-179,6
1001,8268,3935,12
1194,-8622,-406,-10
1943,-8029,533,-8
1148,-6646,-9398,-17
1197,-4918,-4641,-10
1749,-7626,1045,-7
1174,-5802,9461,3
1755,-720,-7089,-8
1106,2328,3052,5
1065,-1614,-1522,-4
1329,-2371,4010,1
1286,-1778,2861,1
1576,4263,-143,4
1631,-8482,-9726,-19
1713,7448,-6871,0
1805,-1579,-5206,-7
1497,3118,-3792,-1
1808,319,595,0
1600,-7196,3800,-4
1554,422,-7886,-8
1513,-6567,403,-7
1445,-5989,1616,-5
1977,-3800,-1447,-6
1790,5828,-3001,2
1765,-3134,-5704,-9
1955,-6135,3581,-3
1884,-7033,6309,-1
1147,-5626,-5499,-12
1614,-1877,8988,7
1019,1562,-683,0
1794,-4074,8264,4
1514,1657,6617,8
1040,-8975,2009,-7
1216,-9234,7723,-2
1916,5631,8853,14
1781,-9703,-8863,-19
1338,830,-7615,-7
1597,5891,7849,13
1652,9315,-6852,2
1454,7457,-6640,0
1650,2469,2493,4
1728,-8848,-6607,-16
1593,6521,5965,12
1246,-9991,-9316,-20
1962,-3663,3538,-1
1252,8814,1084,9
1193,2023,-5751,-4
1909,5614,-578,5
1072,2779,-3007,-1
1208,8231,-8419,-1
1438,9361,-2521,6
1998,7371,-7132,0
1461,2404,2251,4
1683,-880,3571,2
1912,-332,5892,5
1536,-7212,6212,-2
1444,-7405,-6630,-15
1636,774,4272,5
1443,1251,-2210,-1
1871,931,1763,2
1318,8605,-9620,-2
1000,2646,6416,9
1322,3957,-8580,-5
1158,-6790,9192,2
1545,106,522,0
1035,-4153,8848,4
1506,-9758,680,-10
1409,7287,7783,15
1560,9330,-7621,1
1353,-5186,-3039,-9
1717,-1726,-2454,-5
1295,-7177,-7017,-15
1655,-3163,-3852,-8
1916,-5232,-8609,-14
1645,-6993,-2720,-10
1829,9636,-43,9
1389,602,-2427,-2
1714,5903,6193,12
1383,2052,-2354,-1
1968,5016,1982,7
1532,-1976,5925,3
1389,-3570,7797,4
1666,9465,2131,11
1803,-1935,-9969,-12
1282,-3722,3448,-1
1991,9599,6538,16
1820,-8402,-9763,-19
1164,-3469,9486,6
1103,-256,3066,2
1221,-804,-147,-1
1389,3672,4316,7
1998,-8196,1757,-7
1909,-3854,-4995,-9
1234,6020,1638,7
1828,1765,-4478,-3
1417,1372,-7251,-6
1707,7612,-5485,2
1753,5590,7760,13
1090,-1734,2201,0
1157,4469,-7087,-3
1816,-1394,6247,4
1907,3464,-4117,-1
1232,3256,5554,8
1229,7469,2694,10
1558,5676,142,5
1924,686,569,1
1885,-2660,4556,1
1550,2959,-7787,-5
1602,8864,6034,14
1555,-1079,-9767,-11
1492,6355,9476,15
1366,3155,-2604,0
1213,-7431,3574,-4
1579,-2280,-8054,-11
1329,-5357,4746,-1
1166,2371,4527,6
1537,2062,-5187,-4
1818,6220,9148,15
1985,725,102,0
1254,-6130,8316,2
1546,-4165,-6533,-11
1094,-4115,-1173,-6
1879,-5309,-1537,-7
1501,2229,-9342,-8
1595,-5498,3863,-2
1694,-5647,4888,-1
1519,3633,-8096,-5
1847,-5332,672,-5
1774,-5322,4282,-2
1069,-1179,5948,4
1579,5913,4527,10
1669,-1908,-3854,-6
1878,625,-976,-1
1706,6658,5589,12
1166,5259,1695,6
1042,-6424,-3322,-10
1061,1134,-7353,-7
1828,7222,5327,12
1385,928,5083,6
1383,-4260,-9841,-15
1313,-2367,-3757,-7
1339,6292,-6422,-1
1462,-6979,6789,-1
1205,-9428,-5230,-15
1151,2973,5903,8
1051,-8324,1983,-7
1962,2871,-9489,-7
1072,-9135,-4316,-14
1638,8183,9521,17
1299,7451,4195,11
1902,3172,-2230,0
1087,5655,-1997,3
1606,-5267,-7207,-13
1344,-3533,6656,3
1078,1034,-5095,-5
1464,2933,3348,6
1853,-1489,-6319,-8
1329,9905,6795,16
1491,-1396,-8981,-11
1728,4211,-9278,-6
1984,4218,8652,12
1905,3616,-1710,1
1153,-1440,-911,-3
1201,-2166,9378,7
1496,-1987,-1417,-4
1209,-2022,9285,7
1890,-924,-8069,-10
1943,-2664,-5140,-8
1951,-4377,8112,3
1892,3933,8342,12
1157,-1555,686,-1
1401,9831,-8498,1
1910,4683,5262,9
1719,5948,-9282,-4
1368,-8983,-7970,-17
1829,4389,1151,5
1067,-2685,2364,-1
1468,-1108,-4979,-7
1813,7810,-1279,6
1222,-740,-7910,-9
1453,230,-2201,-2
1798,-879,-725,-2
1025,6779,4873,11
1823,-617,2904,2
1096,3132,3032,6
1220,144,4267,4
1023,-3916,-2429,-7
1662,-7119,-833,-8
1756,-3328,-9304,-13
1214,8844,-3170,5
1867,5512,9439,14
1981,-2856,-6060,-9
